chr6	53280000	53284999	0.295043358
chr6	53595000	53599999	0.121706645
chr6	53665000	53669999	0.681514773
chr6	53670000	53674999	0.617704814
chr6	53675000	53679999	0.761587429
chr6	53680000	53684999	0.671572136
chr6	53685000	53689999	0.681374258
chr6	53690000	53694999	0.917948667
chr6	53695000	53699999	0.630537506
chr6	53700000	53704999	0.783238242
chr6	53705000	53709999	0.78369021
chr6	53710000	53714999	0.763041364
chr6	53715000	53719999	0.88456
chr6	53720000	53724999	0.546398665
chr6	53725000	53729999	0.802814633
chr6	53730000	53734999	0.821012895
chr6	53735000	53739999	0.929670242
chr6	53740000	53744999	0.541246729
chr6	53745000	53749999	0.364127487
chr6	53750000	53754999	0.885368025
chr6	53755000	53759999	0.589110272
chr6	53760000	53764999	0.923809429
chr6	53765000	53769999	0.627963818
chr6	53770000	53774999	0.896104
chr6	53775000	53779999	0.879135426
chr6	53780000	53784999	0.63371583
chr6	53785000	53789999	0.505595674
chr6	53790000	53794999	0.481657412
chr6	53800000	53804999	0.623084583
chr6	53805000	53809999	0.630429143
chr6	53810000	53814999	0.740994535
chr6	53815000	53819999	0.575212082
chr6	53820000	53824999	0.9515152
chr6	53825000	53829999	0.78111521
chr6	53830000	53834999	0.65512464
chr6	53835000	53839999	0.439455747
chr6	53845000	53849999	0.599243665
chr6	53850000	53854999	0.829725786
chr6	53855000	53859999	0.427478587
chr6	53860000	53864999	0.420340868
chr6	53865000	53869999	0.56863661
chr6	53870000	53874999	0.410296833
chr6	53875000	53879999	0.472982021
chr6	53880000	53884999	0.469895578
chr6	53885000	53889999	0.385367855
chr6	53890000	53894999	0.459899512
chr6	53895000	53899999	0.450269098
chr6	53900000	53904999	0.407714969
chr6	53905000	53909999	0.352778475
chr6	53910000	53914999	0.368997644
chr6	53915000	53919999	0.396958111
chr6	53920000	53924999	0.237164007
chr6	53930000	53934999	0.627146497
chr6	53935000	53939999	0.453037859
chr6	53940000	53944999	0.493867042
chr6	53945000	53949999	0.550710332
chr6	53950000	53954999	0.487828665
chr6	53955000	53959999	0.737579818
chr6	53960000	53964999	0.602116403
chr6	53965000	53969999	0.333967921
chr6	53975000	53979999	0.235271484
chr6	53980000	53984999	0.341939781
chr6	53985000	53989999	0.330590659
chr6	53990000	53994999	0.303029837
chr6	53995000	53999999	0.378499803
chr6	54000000	54004999	0.355039946
chr6	54005000	54009999	0.292728892
chr6	54010000	54014999	0.453353477
chr6	54015000	54019999	0.422766765
chr6	54020000	54024999	1
chr6	54025000	54029999	1
chr6	54030000	54034999	1
chr6	54050000	54054999	0.687901308
chr6	54060000	54064999	1
chr6	54070000	54074999	0.822222333
chr6	54075000	54079999	1
chr6	54095000	54099999	0.792592722
chr6	54105000	54109999	0.715555733
chr6	54120000	54124999	0.301710002
chr6	54130000	54134999	0.319165904
chr6	54135000	54139999	0.320060557
chr6	54140000	54144999	0.350737093
chr6	54150000	54154999	0.284581744
chr6	54155000	54159999	0.293160176
chr6	54160000	54164999	0.182672708
chr6	54165000	54169999	0.21130358
chr6	54175000	54179999	0.259011128
chr6	54180000	54184999	0.71458819
chr6	54185000	54189999	0.578391558
chr6	54195000	54199999	0.66984127
chr6	54200000	54204999	0.460480256
chr6	54205000	54209999	0.439863869
chr6	54210000	54214999	0.399849437
chr6	54215000	54219999	0.384034508
chr6	54220000	54224999	0.324994489
chr6	54225000	54229999	0.243796073
chr6	54230000	54234999	0.23442599
chr6	54235000	54239999	0.192704066
chr6	54240000	54244999	0.237275457
chr6	54245000	54249999	0.259879238
chr6	54255000	54259999	0.187403995
chr6	54260000	54264999	0.314400632
chr6	54265000	54269999	0.286646669
chr6	54270000	54274999	0.193246127
chr6	54275000	54279999	0.412513008
chr6	54280000	54284999	0.122307077
chr6	54290000	54294999	0.195902478
chr6	54295000	54299999	0.6800002
chr6	54300000	54304999	0.647508294
chr6	54310000	54314999	0.244375881
chr6	54315000	54319999	0.219314758
chr6	54320000	54324999	0.326703708
chr6	54325000	54329999	0.374562998
chr6	54335000	54339999	0.220982575
chr6	54340000	54344999	0.158416066
chr6	54345000	54349999	0.181974964
chr6	54350000	54354999	0.136887882
chr6	54355000	54359999	0.229280416
chr6	54360000	54364999	0.198629783
chr6	54365000	54369999	0.235358842
chr6	54370000	54374999	0.164220927
chr6	54375000	54379999	0.167294984
chr6	54380000	54384999	0.102801611
chr6	54385000	54389999	0.263892579
chr6	54390000	54394999	0.305276517
chr6	54395000	54399999	0.18341676
chr6	54400000	54404999	0.495057999
chr6	54405000	54409999	0.213688026
chr6	54410000	54414999	0.227387499
chr6	54415000	54419999	0.195139214
chr6	54420000	54424999	0.224174107
chr6	54425000	54429999	0.186732692
chr6	54430000	54434999	0.263207591
chr6	54435000	54439999	0.227355586
chr6	54440000	54444999	0.248523647
chr6	54445000	54449999	0.162696894
chr6	54450000	54454999	0.176879781
chr6	54455000	54459999	0.202382623
chr6	54460000	54464999	0.208327176
chr6	54465000	54469999	0.222653534
chr6	54470000	54474999	0.229448105
chr6	54475000	54479999	0.234467483
chr6	54480000	54484999	0.275137704
chr6	54485000	54489999	0.219807716
