chr6	53260000	53264999	0.134545381
chr6	53475000	53479999	0.417026473
chr6	53545000	53549999	0.226609476
chr6	53860000	53864999	0.484637816
chr6	53870000	53874999	1
chr6	53875000	53879999	0.41904611
chr6	53880000	53884999	0.466796473
chr6	53885000	53889999	0.86666675
chr6	53890000	53894999	0.401459836
chr6	53895000	53899999	0.460805987
chr6	53900000	53904999	0.501738488
chr6	53905000	53909999	0.267712841
chr6	53910000	53914999	0.364739224
chr6	53915000	53919999	0.717006803
chr6	53930000	53934999	0.560436294
chr6	53940000	53944999	0.166016697
chr6	53945000	53949999	0.432184833
chr6	53950000	53954999	0.331633781
chr6	53955000	53959999	0.800888888
chr6	53960000	53964999	0.717006803
chr6	53980000	53984999	0.397633926
chr6	53985000	53989999	0.472823975
chr6	53995000	53999999	0.457684945
chr6	54000000	54004999	0.297593894
chr6	54005000	54009999	0.399923107
chr6	54010000	54014999	0.336718124
chr6	54015000	54019999	0.392518243
chr6	54020000	54024999	0.4265918
chr6	54025000	54029999	0.285538427
chr6	54030000	54034999	0.255721038
chr6	54035000	54039999	0.2751112
chr6	54040000	54044999	0.245815353
chr6	54045000	54049999	0.190166574
chr6	54050000	54054999	0.375661307
chr6	54060000	54064999	0.432751564
chr6	54065000	54069999	0.29783036
chr6	54070000	54074999	0.446149394
chr6	54075000	54079999	0.263864667
chr6	54080000	54084999	0.289000307
chr6	54085000	54089999	0.40982222
chr6	54095000	54099999	0.321158675
chr6	54120000	54124999	0.274334335
chr6	54125000	54129999	0.187332879
chr6	54130000	54134999	0.161229901
chr6	54135000	54139999	0.235646386
chr6	54145000	54149999	0.24208239
chr6	54160000	54164999	0.19289491
chr6	54175000	54179999	0.107531397
chr6	54180000	54184999	0.280342647
chr6	54190000	54194999	0.182833573
chr6	54200000	54204999	0.154572003
chr6	54205000	54209999	0.193644569
chr6	54210000	54214999	0.200842662
chr6	54225000	54229999	0.110792521
chr6	54230000	54234999	0.283544036
chr6	54235000	54239999	0.151880082
chr6	54240000	54244999	0.184396325
chr6	54245000	54249999	0.135010275
chr6	54255000	54259999	0.15138183
chr6	54260000	54264999	0.26814664
chr6	54265000	54269999	0.175400076
chr6	54270000	54274999	0.212404547
chr6	54275000	54279999	0.132566048
chr6	54280000	54284999	0.114828587
chr6	54290000	54294999	0.211460267
chr6	54295000	54299999	0.17239082
chr6	54300000	54304999	0.232574283
chr6	54305000	54309999	0.143487218
chr6	54310000	54314999	0.160398855
chr6	54315000	54319999	0.162133884
chr6	54320000	54324999	0.156876761
chr6	54325000	54329999	0.141888346
chr6	54330000	54334999	0.150320221
chr6	54335000	54339999	0.116941562
chr6	54340000	54344999	0.209657181
chr6	54345000	54349999	0.167157365
chr6	54350000	54354999	0.094479435
chr6	54355000	54359999	0.144542629
chr6	54365000	54369999	0.061252426
chr6	54370000	54374999	0.147689565
chr6	54375000	54379999	0.083806092
chr6	54390000	54394999	0.18618051
chr6	54395000	54399999	0.168335777
chr6	54400000	54404999	0.109784372
chr6	54405000	54409999	0.211433395
chr6	54410000	54414999	0.130733454
chr6	54415000	54419999	0.112118615
chr6	54420000	54424999	0.120340582
chr6	54425000	54429999	0.109584485
chr6	54430000	54434999	0.189833969
chr6	54435000	54439999	0.153491118
chr6	54440000	54444999	0.102933996
chr6	54445000	54449999	0.154136257
chr6	54450000	54454999	0.193164875
chr6	54455000	54459999	0.138097791
chr6	54460000	54464999	0.222739049
chr6	54465000	54469999	0.248495464
chr6	54470000	54474999	0.248660054
chr6	54475000	54479999	0.0883297
chr6	54480000	54484999	0.126849684
chr6	54485000	54489999	0.129246972
